,Row Id,Sequence #,Account Id,Server Time,Unit Time,Latitude,Longitude,Driver Name,Event Name,Raw Event,GPS Speed,ECU Speed,Address,Landmark ID,Satellites,Distance,HDOP,VDOP,RSSI,Engine Hours,Engine Hours + Off,ECU Engine Hours,ECU Engine Hours + Off,Engine Odometer,Engine Odometer + Off,ECU Engine Odometer,ECU Engine Odometer + Off,Battery Level,Raw Data
624,1771995572000,417,26305,2026/02/24 23:59:33,2026/02/24 23:59:32,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,26,0.0,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901a108694870627247105a00260225045932cd647744dae098c2f2e359400000003a80180480909318ff40000000dad10334001e000004b00000000010f280000000ffd5
627,1771994658000,416,26305,2026/02/24 23:44:48,2026/02/24 23:44:18,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,10,10.7,,,,0,0,0,0,34.79,34.79,0,0,93,272702004901a00869487062724710ca00260225044418cd647744dae098c2f2e359400000003a00000000909317ff40000000dad10004001e000004b00000000010f280000000ffd5
629,1771994598000,414,26305,2026/02/24 23:44:26,2026/02/24 23:43:18,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,10,10.7,,,,0,0,0,0,34.79,34.79,0,0,93,2727020049019e08694870627247104a00260225044318cd647744dae098c2f2e359400000003a00000000909317ff40000000dad10224001e000004b00000000010f280000000ffd5
630,1771994568000,413,26305,2026/02/24 23:43:13,2026/02/24 23:42:48,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,13,10.7,,,,0,0,0,0,34.79,34.79,0,0,94,2727020049019d08694870627247104d00260225044248cd647744dae098c2f2e359400000003a00000001009417ff40000000dad10004001e000004b00000000010f280000000ffd5
631,1771994538000,412,26305,2026/02/24 23:42:19,2026/02/24 23:42:18,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,12,10.7,,,,0,0,0,0,34.79,34.79,0,0,94,2727020049019c08694870627247104c00260225044218cd647744dae098c2f2e359400000003a00081000009417ff40000000dad101b4001e000004b00000000010f280000000ffd5
632,1771994508000,411,26305,2026/02/24 23:41:49,2026/02/24 23:41:48,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,13,10.7,,,,0,0,0,0,34.79,34.79,0,0,94,2727020049019b08694870627247104d00260225044148cd647744dae098c2f2e359400000003a00081000009417ff40000000dad101b4001e000004b00000000010f280000000ffd5
633,1771994478000,410,26305,2026/02/24 23:41:19,2026/02/24 23:41:18,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,13,10.7,,,,0,0,0,0,34.79,34.79,0,0,94,2727020049019a08694870627247104d00260225044118cd647744dae098c2f2e359400000003a80181080209417ff40000000dad10254001e000004b00000000010f280000000ffd5
634,1771994448000,409,26305,2026/02/24 23:40:49,2026/02/24 23:40:48,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,10.7,,,,0,0,0,0,34.79,34.79,0,0,94,2727020049019908694870627247104e00260225044048cd647744dae098c2f2e359400000003a80181080209417ff40000000dad10224001e000004b00000000010f280000000ffd5
635,1771994418000,408,26305,2026/02/24 23:40:19,2026/02/24 23:40:18,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,11,10.7,,,,0,0,0,0,34.79,34.79,0,0,94,2727020049019808694870627247104b00260225044018cd647744dae098c2f2e359400000003a00380880409417ff40000000dad10254001e000004b00000000010f280000000ffd5
636,1771994388000,407,26305,2026/02/24 23:39:49,2026/02/24 23:39:48,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,10.7,,,,0,0,0,0,34.79,34.79,0,0,94,2727020049019708694870627247104e00260225043948cd647744dae098c2f2e359400000003a00380880409417ff40000000dad103e4001e000004b00000000010f280000000ffd5
637,1771994358000,406,26305,2026/02/24 23:39:19,2026/02/24 23:39:18,3.4045376777648926,-76.43916320800781,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,13,10.7,,,,0,0,0,0,34.79,34.79,0,0,94,2727020049019608694870627247104d00260225043918cd647744dae098c2f2e359400000003a00180880309417ff40000000dad10374001e000004b00000000010f280000000ffd5
638,1771994328000,405,26305,2026/02/24 23:38:49,2026/02/24 23:38:48,3.40366792678833,-76.439208984375,,Motion,02-M,8.7,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,10.6,,,,0,0,0,0,34.79,34.79,0,0,94,2727020049019508694870627247104e00260225043848ac7c7644e0e098c2b2d559400140002900180880309417ff40000000da6f0414001e000004b00000000010f280000000ffd5
639,1771994298000,404,26305,2026/02/24 23:38:19,2026/02/24 23:38:18,3.4036378860473637,-76.44061279296875,,Motion,02-M,20.51,,"Candelaria, Valle del Cauca, 760021, Colombia",,13,10.5,,,,0,0,0,0,34.7,34.7,0,0,93,2727020049019408694870627247104d0026022504381829e4754498e198c234d559400330005b00181080309317ff40000000d9cf0524001e000004b00000000010f280000000ffd5
640,1771994268000,403,26305,2026/02/24 23:37:49,2026/02/24 23:37:48,3.4037187099456787,-76.44300079345703,,Motion,02-M,21.75,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,10.4,,,,0,0,0,0,34.5,34.5,0,0,94,2727020049019308694870627247104e002602250437480acf7544d1e298c287d659400350005c00181080309417ff40000000d8c60524001e000004b00000000010f280000000ffd5
641,1771994238000,402,26305,2026/02/24 23:37:19,2026/02/24 23:37:18,3.403783798217773,-76.4453353881836,,Motion,02-M,23.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,13,10.2,,,,0,0,0,0,34.29,34.29,0,0,94,2727020049019208694870627247104d00260225043718b86e754403e498c298d759400370005b80080780409417ff40000000d7c20524001e000004b00000000010f280000000ffd5
642,1771994208000,401,26305,2026/02/24 23:36:49,2026/02/24 23:36:48,3.40388298034668,-76.44802856445312,,Motion,02-M,19.89,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,10.0,,,,0,0,0,0,34.1,34.1,0,0,94,2727020049019108694870627247104e00260225043648fc41754464e598c238d959400320003180080780409417ff40000000d6860644001e000004b00000000010f280000000ffd5
643,1771994178000,400,26305,2026/02/24 23:36:19,2026/02/24 23:36:18,3.403562307357788,-76.45095825195312,,Motion,02-M,26.1,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.8,,,,0,0,0,0,33.9,33.9,0,0,94,2727020049019008694870627247104e0026022504361879897444e4e698c2f7d359400420005600180880309417ff40000000d53b0644001e000004b00000000010f280000000ffd5
644,1771994148000,399,26305,2026/02/24 23:35:49,2026/02/24 23:35:48,3.402817487716675,-76.45275115966797,,Motion,02-M,15.54,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.7,,,,0,0,0,0,33.79,33.79,0,0,94,2727020049018f08694870627247104e0026022504354842e07444cfe798c2c3c759400250004300180880309417ff40000000d4510604001e000004b00000000010f280000000ffd5
645,1771994118000,398,26305,2026/02/24 23:35:19,2026/02/24 23:35:18,3.402336359024048,-76.45389556884766,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.6,,,,0,0,0,0,33.7,33.7,0,0,94,2727020049018e08694870627247104e002602250435184290754465e898c2e1bf59400000004e00180880509417ff40000000d3c70644001e000004b00000000010f280000000ffd5
646,1771994088000,397,26305,2026/02/24 23:34:49,2026/02/24 23:34:48,3.402336359024048,-76.45389556884766,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.6,,,,0,0,0,0,33.7,33.7,0,0,94,2727020049018d08694870627247104e002602250434484290754465e898c2e1bf59400000004e00180880509417ff40000000d3c70644001e000004b00000000010f280000000ffd5
647,1771994058000,396,26305,2026/02/24 23:34:19,2026/02/24 23:34:18,3.402336359024048,-76.45389556884766,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.6,,,,0,0,0,0,33.7,33.7,0,0,94,2727020049018c08694870627247104e002602250434184290754465e898c2e1bf59400000004e80280780609417ff40000000d3c70644001e000004b00000000010f280000000ffd5
648,1771994028000,395,26305,2026/02/24 23:33:49,2026/02/24 23:33:48,3.402336359024048,-76.45389556884766,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.6,,,,0,0,0,0,33.7,33.7,0,0,94,2727020049018b08694870627247104e002602250433484290754465e898c2e1bf59400000004e80280780609417ff40000000d3c70644001e000004b00000000010f280000000ffd5
649,1771993998000,394,26305,2026/02/24 23:33:19,2026/02/24 23:33:18,3.402336359024048,-76.45389556884766,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,13,9.6,,,,0,0,0,0,33.7,33.7,0,0,94,2727020049018a08694870627247104d002602250433184290754465e898c2e1bf59400000004e80280980109417ff40000000d3c70604001e000004b00000000010f280000000ffd5
650,1771993968000,393,26305,2026/02/24 23:32:49,2026/02/24 23:32:48,3.402336359024048,-76.45389556884766,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.6,,,,0,0,0,0,33.7,33.7,0,0,94,2727020049018908694870627247104e002602250432484290754465e898c2e1bf59400000004e80280980109417ff40000000d3c70594001e000004b00000000010f280000000ffd5
651,1771993938000,392,26305,2026/02/24 23:32:19,2026/02/24 23:32:18,3.402336359024048,-76.45389556884766,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.6,,,,0,0,0,0,33.7,33.7,0,0,94,2727020049018808694870627247104e002602250432184290754465e898c2e1bf59400000004e00380480809417ff40000000d3c70564001e000004b00000000010f280000000ffd5
652,1771993908000,391,26305,2026/02/24 23:31:49,2026/02/24 23:31:48,3.402336359024048,-76.45389556884766,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.6,,,,0,0,0,0,33.7,33.7,0,0,94,2727020049018708694870627247104e002602250431484290754465e898c2e1bf59400000004e00380480809417ff40000000d3c70644001e000004b00000000010f280000000ffd5
653,1771993878000,390,26305,2026/02/24 23:31:19,2026/02/24 23:31:18,3.402336359024048,-76.45389556884766,,Motion,02-M,0.0,,"Candelaria, Valle del Cauca, 760021, Colombia",,13,9.6,,,,0,0,0,0,33.7,33.7,0,0,94,2727020049018608694870627247104d002602250431184290754465e898c2e1bf59400000004e00180580609417ff40000000d3c70644001e000004b00000000010f280000000ffd5
654,1771993848000,389,26305,2026/02/24 23:30:49,2026/02/24 23:30:48,3.402859687805176,-76.45430755615234,,Motion,02-M,11.81,,"Candelaria, Valle del Cauca, 760021, Colombia",,13,9.5,,,,0,0,0,0,33.6,33.6,0,0,94,2727020049018508694870627247104d00260225043048911d75449be898c274c859400190009a00180580609417ff40000000d3720644001e000004b00000000010f280000000ffd5
655,1771993818000,388,26305,2026/02/24 23:30:19,2026/02/24 23:30:18,3.4055917263031006,-76.45357513427734,,Motion,02-M,32.94,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.3,,,,0,0,0,0,33.4,33.4,0,0,94,2727020049018408694870627247104e002602250430180cba74443be898c237f55940053000cb00080980409417ff40000000d22c0414001e000004b00000000010f280000000ffd5
656,1771993788000,387,26305,2026/02/24 23:29:49,2026/02/24 23:29:48,3.4091522693634038,-76.45207977294922,,Motion,02-M,27.35,,"Candelaria, Valle del Cauca, 760021, Colombia",,14,9.1,,,,0,0,0,0,33.2,33.2,0,0,93,2727020049018308694870627247104e002602250429482b07754477e798c28d2f5a40044000c100080980409317ff40000000d07e0594001e000004b00000000010f280000000ffd5
657,1771993758000,386,26305,2026/02/24 23:29:19,2026/02/24 23:29:18,3.412270784378052,-76.45173645019531,,Motion,02-M,23.0,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,8.8,,,,0,0,0,0,32.9,32.9,0,0,93,2727020049018208694870627247104e00260225042918aca476444ae798c2a5625a400370007b00080580609317ff40000000cf0804b4001e000004b00000000010f280000000ffd5
658,1771993728000,385,26305,2026/02/24 23:28:49,2026/02/24 23:28:48,3.414190530776977,-76.45500946044922,,Motion,02-M,32.94,,"Via Candelaria - Cali, Candelaria, Valle del Cauca, 760021, Colombia",,14,8.6,,,,0,0,0,0,32.7,32.7,0,0,93,2727020049018108694870627247104e0026022504284817797644f7e898c219825a400530007700080580609317ff40000000cd630374001e000004b00000000010f280000000ffd5
659,1771993698000,384,26305,2026/02/24 23:28:22,2026/02/24 23:28:18,3.4163694381713867,-76.45813751220703,,Motion,02-M,29.83,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,8.3,,,,0,0,0,0,32.4,32.4,0,0,94,2727020049018008694870627247104e00260225042818ece9754491ea98c2cca55a400480009000180880709417ff40000000cbb603e4001e000004b00000000010f280000000ffd5
660,1771993668000,383,26305,2026/02/24 23:27:49,2026/02/24 23:27:48,3.4198715686798096,-76.45917510986328,,Motion,02-M,32.94,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,8.0,,,,0,0,0,0,32.1,32.1,0,0,94,2727020049017f08694870627247104e00260225042748bc1c754419eb98c22ddf5a40053000ba00180880709417ff40000000ca0e0564001e000004b00000000010f280000000ffd5
661,1771993638000,382,26305,2026/02/24 23:27:19,2026/02/24 23:27:18,3.4238734245300293,-76.45861053466797,,Motion,02-M,28.59,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,7.8,,,,0,0,0,0,31.9,31.9,0,0,94,2727020049017e08694870627247104e0026022504271802437544cfea98c2be205b40046000bb00280780909417ff40000000c84c03a4001e000004b00000000010f280000000ffd5
662,1771993608000,381,26305,2026/02/24 23:26:49,2026/02/24 23:26:48,3.4274041652679443,-76.4585189819336,,Motion,02-M,29.21,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,7.5,,,,0,0,0,0,31.6,31.6,0,0,94,2727020049017d08694870627247104e0026022504264887ce7544c3ea98c2975a5b400470009e00280780909417ff40000000c6bc03e4001e000004b00000000010f280000000ffd5
663,1771993578000,380,26305,2026/02/24 23:26:19,2026/02/24 23:26:18,3.4309098720550537,-76.4594955444336,,Motion,02-M,32.32,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,7.3,,,,0,0,0,0,31.4,31.4,0,0,94,2727020049017c08694870627247104e002602250426183709754443eb98c207945b40052000b800180880309417ff40000000c5210564001e000004b00000000010f280000000ffd5
664,1771993548000,379,26305,2026/02/24 23:25:49,2026/02/24 23:25:48,3.4349868297576904,-76.4590835571289,,Motion,02-M,34.18,,"Carrera 8, Candelaria, Valle del Cauca, 760021, Colombia",,14,7.0,,,,0,0,0,0,31.1,31.1,0,0,94,2727020049017b08694870627247104e00260225042548002075440deb98c2d3d65b40055000b800180880309417ff40000000c3590604001e000004b00000000010f280000000ffd5
665,1771993518000,378,26305,2026/02/24 23:25:19,2026/02/24 23:25:18,3.439185380935669,-76.45915222167969,,Motion,02-M,34.8,,"Carrera 8, Candelaria, Valle del Cauca, 760021, Colombia",,14,6.7,,,,0,0,0,0,30.8,30.8,0,0,94,2727020049017a08694870627247104e00260225042518d99e754416eb98c29d1b5c40056000a200180780609417ff40000000c1820604001e000004b00000000010f280000000ffd5
666,1771993488000,377,26305,2026/02/24 23:24:49,2026/02/24 23:24:48,3.442706823348999,-76.46141052246094,,Motion,02-M,34.18,,"Carrera 8, Candelaria, Valle del Cauca, 760021, Colombia",,14,6.4,,,,0,0,0,0,30.5,30.5,0,0,94,2727020049017908694870627247104e002602250424486fca75443eec98c24f555c400550008d00180780609417ff40000000bfad0594001e000004b00000000010f280000000ffd5
667,1771993458000,376,26305,2026/02/24 23:24:19,2026/02/24 23:24:18,3.445995092391968,-76.46381378173828,,Motion,02-M,33.56,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,6.1,,,,0,0,0,0,30.2,30.2,0,0,94,2727020049017808694870627247104e00260225042418a8be754479ed98c22f8b5c400540009100280580709417ff40000000bde803e4001e000004b00000000010f280000000ffd5
668,1771993428000,375,26305,2026/02/24 23:23:49,2026/02/24 23:23:48,3.4485034942626958,-76.46664428710938,,Motion,02-M,32.32,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,5.8,,,,0,0,0,0,29.9,29.9,0,0,94,2727020049017708694870627247104e00260225042348aac17444ecee98c248b45c400520005e00280580709417ff40000000bc2f0604001e000004b00000000010f280000000ffd5
669,1771993398000,374,26305,2026/02/24 23:23:19,2026/02/24 23:23:18,3.449310541152954,-76.47032928466797,,Motion,02-M,27.97,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,5.6,,,,0,0,0,0,29.7,29.7,0,0,94,2727020049017608694870627247104e0026022504231873107544cff098c281c15c400450007000180680709417ff40000000ba8804f4001e000004b00000000010f280000000ffd5
670,1771993368000,373,26305,2026/02/24 23:22:49,2026/02/24 23:22:48,3.4507763385772705,-76.47433471679688,,Motion,02-M,36.05,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,5.3,,,,0,0,0,0,29.4,29.4,0,0,94,2727020049017508694870627247104e0026022504224837c17644dcf298c285d95c400580005900180680709417ff40000000b8aa0594001e000004b00000000010f280000000ffd5
671,1771993338000,372,26305,2026/02/24 23:22:19,2026/02/24 23:22:18,3.4502975940704346,-76.47869110107422,,Motion,02-M,26.72,,"Carrera 8, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,14,5.0,,,,0,0,0,0,29.1,29.1,0,0,94,2727020049017408694870627247104e002602250422188989754417f598c2add15c400430005900280481409418ff40000000b6c10564001e000004b00000000010f280000000ffd5
672,1771993308000,371,26305,2026/02/24 23:21:50,2026/02/24 23:21:48,3.450963258743286,-76.4810791015625,,Motion,02-M,26.72,,"Carrera 8, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,14,4.8,,,,0,0,0,0,28.9,28.9,0,0,94,272702004901730869487062724710ce00260225042148f455754450f698c295dc5c400430006d00280481409418ff40000000b5ae05d4001e000004b00000000010f280000000ffd5
673,1771993278000,370,26305,2026/02/24 23:21:49,2026/02/24 23:21:18,3.4519526958465576,-76.48486328125,,Motion,02-M,26.72,,"Carrera 8, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760003, Colombia",,14,4.5,,,,0,0,0,0,28.6,28.6,0,0,94,272702004901720869487062724710ce00260225042118c558754440f898c2cbec5c400430006400180580509418ff40000000b3fa04b4001e000004b00000000010f280000000ffd5
674,1771993248000,369,26305,2026/02/24 23:20:49,2026/02/24 23:20:48,3.4512972831726074,-76.48672485351562,,Motion,02-M,21.75,,"Calle 70, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,14,4.4,,,,0,0,0,0,28.5,28.5,0,0,94,2727020049017108694870627247104e00260225042048dfd7744434f998c20ee25c400350001600180580509418ff40000000b30704b4001e000004b00000000010f280000000ffd5
675,1771993218000,368,26305,2026/02/24 23:20:19,2026/02/24 23:20:18,3.449805498123169,-76.48809814453125,,Motion,02-M,21.13,,"Calle 70, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,14,4.2,,,,0,0,0,0,28.3,28.3,0,0,94,2727020049017008694870627247104e0026022504201806e17644e8f998c29dc95c40034000c600080480609418ff40000000b1d005d4001e000004b00000000010f280000000ffd5
676,1771993188000,367,26305,2026/02/24 23:19:49,2026/02/24 23:19:48,3.4531373977661133,-76.48623657226562,,Motion,02-M,31.08,,"Calle 70, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760003, Colombia",,14,3.9,,,,0,0,0,0,28.0,28.0,0,0,94,2727020049016f08694870627247104e00260225041948a8467644f4f898c234005d40050000ce00080480609418ff40000000b0270644001e000004b00000000010f280000000ffd5
677,1771993158000,366,26305,2026/02/24 23:19:19,2026/02/24 23:19:18,3.4565258026123047,-76.48464965820312,,Motion,02-M,31.08,,"Calle 70, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760003, Colombia",,14,3.7,,,,0,0,0,0,27.8,27.8,0,0,94,2727020049016e08694870627247104e00260225041918e540754424f898c2b8375d40050000d000180780609418ff40000000ae8605d4001e000004b00000000010f280000000ffd5
678,1771993128000,365,26305,2026/02/24 23:18:49,2026/02/24 23:18:48,3.459768295288086,-76.48336029052734,,Motion,02-M,32.32,,"Calle 70, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,3.4,,,,0,0,0,0,27.5,27.5,0,0,93,2727020049016d08694870627247104e00260225041848f62075447bf798c2d86c5d40052000b900180780609318ff40000000acfe0564001e000004b00000000010f280000000ffd5
679,1771993098000,364,26305,2026/02/24 23:18:19,2026/02/24 23:18:18,3.46340560913086,-76.48406982421875,,Motion,02-M,21.13,,"Calle 70, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,13,3.2,,,,0,0,0,0,27.3,27.3,0,0,94,2727020049016c08694870627247104d00260225041818e3f57444d8f798c270a85d40034000a300180680609418ff40000000ab5e0444001e000004b00000000010f280000000ffd5
680,1771993068000,363,26305,2026/02/24 23:17:49,2026/02/24 23:17:48,3.4663517475128174,-76.48499298095703,,Motion,02-M,23.0,,"Calle 70, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,13,2.9,,,,0,0,0,0,27.1,27.1,0,0,94,2727020049016b08694870627247104d00260225041748f047754451f898c2b5d85d40037000a200180680609418ff40000000aa060644001e000004b00000000010f280000000ffd5
681,1771993038000,362,26305,2026/02/24 23:17:19,2026/02/24 23:17:18,3.4681484699249268,-76.48556518554688,,Motion,02-M,21.75,,"Calle 70, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,2.8,,,,0,0,0,0,26.9,26.9,0,0,94,2727020049016a08694870627247104e002602250417188da775449cf898c225f65d40035000a200080580309418ff40000000a93405d4001e000004b00000000010f280000000ffd5
