,Message
15380,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,245,2572.3,-74.186781,4.591258,20260317092403,0732,0101,138A,60E8CB8,04,12,120635.9,05802:24:50,,,100,220100,,,,20260317092501,A670$"
15381,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,245,2572.3,-74.186781,4.591258,20260317092500,0732,0101,138A,60E8CB8,06,210100,12,20260317092503,A671$"
15382,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,245,2572.3,-74.186781,4.591258,20260317092524,0732,0101,138A,60E8CB8,06,220100,12,20260317092526,A672$"
15383,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,245,2572.3,-74.186781,4.591258,20260317092557,0732,0101,138A,60E8CB8,06,210100,12,20260317092557,A673$"
15384,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,245,2572.3,-74.186781,4.591258,20260317092503,0732,0101,138A,60E8CB8,04,12,120635.9,05802:25:50,,,100,210100,,,,20260317092601,A674$"
15385,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,245,2572.3,-74.186781,4.591258,20260317092624,0732,0101,138A,60E8CB8,06,220100,12,20260317092624,A675$"
15386,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,245,2572.3,-74.186781,4.591258,20260317092603,0732,0101,138A,60E8CB8,04,12,120635.9,05802:26:50,,,100,220100,,,,20260317092701,A676$"
15387,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,245,2572.3,-74.186781,4.591258,20260317092724,0732,0101,138A,60E8CB8,06,210100,12,20260317092725,A677$"
15388,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,245,2572.3,-74.186781,4.591258,20260317092703,0732,0101,138A,60E8CB8,04,12,120635.9,05802:27:50,,,100,210100,,,,20260317092802,A678$"
15389,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,245,2572.3,-74.186781,4.591258,20260317092803,0732,0101,138A,60E8CB8,04,12,120635.9,05802:28:50,,,100,210100,,,,20260317092902,A679$"
15390,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,245,2572.3,-74.186781,4.591258,20260317092903,0732,0101,138A,60E8CB8,06,220100,12,20260317092903,A67A$"
15391,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,245,2572.3,-74.186781,4.591258,20260317092903,0732,0101,138A,60E8CB8,04,12,120635.9,05802:29:05,,,100,220100,,,,20260317092918,A67B$"
15392,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,4.5,222,2575.7,-74.186915,4.591173,20260317092918,0732,0101,138A,60E8CB8,04,12,120635.9,05802:29:05,,,100,220100,,,,20260317092918,A67C$"
15393,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,12.3,162,2576.2,-74.186866,4.591059,20260317092924,0732,0101,138A,60E8CB8,04,12,120635.9,05802:29:10,,,100,220100,,,,20260317092924,A67D$"
15394,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,8.1,155,2584.0,-74.186411,4.590092,20260317093003,0732,0101,138A,60E2799,04,12,120636.1,05802:30:05,,,100,220100,,,,20260317093017,A67E$"
15395,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,14.7,227,2582.8,-74.186396,4.589794,20260317093033,0732,0101,138A,60E2799,04,12,120636.1,05802:30:20,,,100,220100,,,,20260317093033,A67F$"
15396,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,29.0,249,2578.1,-74.188331,4.588832,20260317093103,0732,0101,138A,60E2799,04,12,120636.4,05802:31:05,,,100,220100,,,,20260317093117,A680$"
15397,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,22.6,198,2574.1,-74.189976,4.587496,20260317093145,0732,0101,138A,60EB45A,04,12,120636.6,05802:31:30,,,100,220100,,,,20260317093145,A681$"
15398,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,37.4,189,2581.1,-74.190248,4.585885,20260317093203,0732,0101,138A,60EB459,04,12,120636.8,05802:32:05,,,100,220100,,,,20260317093217,A682$"
15399,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,30.2,220,2587.0,-74.191411,4.582420,20260317093303,0732,0101,138A,60E12A2,04,12,120637.3,05802:33:00,,,100,220100,,,,20260317093315,A683$"
15400,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,38.0,233,2583.5,-74.192308,4.581562,20260317093315,0732,0101,138A,60E12A2,04,12,120637.3,05802:33:00,,,100,220100,,,,20260317093315,A684$"
15401,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.9,278,2580.5,-74.192830,4.581300,20260317093330,0732,0101,138A,60E12A2,04,12,120637.4,05802:33:15,,,100,220100,,,,20260317093330,A685$"
15402,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,30.1,337,2576.3,-74.193351,4.581761,20260317093342,0732,0101,138A,60E12A2,04,12,120637.4,05802:33:30,,,100,220100,,,,20260317093342,A686$"
15403,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,43.1,325,2571.5,-74.194276,4.583785,20260317093403,0732,0101,138A,60E8D04,04,12,120637.8,05802:34:00,,,100,220100,,,,20260317093412,A687$"
15404,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,51.4,316,2571.0,-74.197549,4.589499,20260317093503,0732,0101,138A,60E8CE9,04,12,120638.6,05802:35:00,,,100,220100,,,,20260317093512,A688$"
15405,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,38.6,296,2561.4,-74.199984,4.591133,20260317093530,0732,0101,138A,60E8CE9,04,12,120638.8,05802:35:15,,,100,220100,,,,20260317093530,A689$"
15406,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,4.1,213,2561.2,-74.200923,4.591333,20260317093548,0732,0101,138A,60E5CDC,04,12,120638.9,05802:35:35,,,100,220100,,,,20260317093548,A68A$"
15407,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,10.8,155,2564.0,-74.200884,4.591146,20260317093600,0732,0101,138A,60E5CDC,04,12,120638.9,05802:35:45,,,100,220100,,,,20260317093600,A68B$"
15408,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,20.1,135,2563.2,-74.200773,4.591066,20260317093603,0732,0101,138A,60EB35E,04,12,120639.0,05802:36:00,,,100,220100,,,,20260317093612,A68C$"
15409,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,39.9,108,2564.4,-74.199849,4.590669,20260317093615,0732,0101,138A,60EB35E,04,12,120639.0,05802:36:00,,,100,220100,,,,20260317093615,A68D$"
15410,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,7.6,155,2563.8,-74.198824,4.590014,20260317093636,0732,0101,138A,60E8D08,04,12,120639.2,05802:36:25,,,100,220100,,,,20260317093636,A68E$"
15411,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,22.5,218,2565.5,-74.198984,4.589772,20260317093645,0732,0101,138A,60E8D08,04,12,120639.2,05802:36:30,,,100,220100,,,,20260317093645,A68F$"
15412,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,39.1,243,2564.7,-74.200233,4.589104,20260317093703,0732,0101,138A,60E5CDD,04,12,120639.5,05802:37:00,,,100,220100,,,,20260317093712,A690$"
15413,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,60.5,244,2564.5,-74.205628,4.586006,20260317093803,0732,0101,138A,60EE6A1,04,12,120640.2,05802:38:00,,,100,220100,,,,20260317093812,A691$"
15414,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,29.0,242,2573.1,-74.212066,4.582711,20260317093903,0732,0101,138A,60E57D8,04,12,120641.0,05802:39:00,,,100,220100,,,,20260317093912,A692$"
15415,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,33.0,240,2583.9,-74.217814,4.579409,20260317094003,0732,0101,138A,60EE697,04,12,120641.7,05802:40:00,,,100,220100,,,,20260317094012,A693$"
15416,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,21.8,241,2581.1,-74.222679,4.576692,20260317094103,0732,0101,138A,60E379F,04,12,120642.3,05802:41:00,,,100,220100,,,,20260317094112,A694$"
15417,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,20.7,207,2580.7,-74.225499,4.572951,20260317094203,0732,0101,138A,60E2721,04,12,120642.8,05802:42:00,,,100,220100,,,,20260317094212,A695$"
15418,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,39.2,198,2576.6,-74.226739,4.570228,20260317094254,0732,0101,138A,60E2723,04,12,120643.1,05802:42:40,,,100,220100,,,,20260317094254,A696$"
15419,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,37.6,197,2575.8,-74.227022,4.569365,20260317094303,0732,0101,138A,60E8DF8,04,12,120643.3,05802:43:00,,,100,220100,,,,20260317094312,A697$"
15420,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,38.9,197,2575.4,-74.228137,4.565849,20260317094403,0732,0101,138A,60E8DF7,04,12,120643.7,05802:44:00,,,100,220100,,,,20260317094412,A698$"
15421,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,38.4,219,2571.6,-74.229859,4.562679,20260317094503,0732,0101,138A,60E2672,04,12,120644.1,05802:45:00,,,100,220100,,,,20260317094512,A699$"
15422,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,221,2573.5,-74.231435,4.560804,20260317094603,0732,0101,138A,60E2672,04,12,120644.3,05802:46:00,,,100,220100,,,,20260317094612,A69A$"
15423,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,41.3,220,2574.1,-74.233566,4.558091,20260317094703,0732,0101,138A,60E8D96,04,12,120644.8,05802:47:00,,,100,220100,,,,20260317094712,A69B$"
15424,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,50.4,219,2575.9,-74.239068,4.551441,20260317094803,0732,0101,138A,60E86F7,04,12,120645.7,05802:48:00,,,100,220100,,,,20260317094812,A69C$"
15425,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,30.1,268,2576.8,-74.240205,4.550332,20260317094818,0732,0101,138A,60E86F7,04,12,120645.8,05802:48:05,,,100,220100,,,,20260317094818,A69D$"
15426,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,20.1,204,2577.2,-74.240654,4.549924,20260317094833,0732,0101,138A,60E86F7,04,12,120645.9,05802:48:20,,,100,220100,,,,20260317094833,A69E$"
15427,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,34.5,222,2577.7,-74.240999,4.549273,20260317094845,0732,0101,138A,60E86F7,04,12,120646.0,05802:48:30,,,100,220100,,,,20260317094845,A69F$"
15428,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,222,2578.0,-74.241453,4.548788,20260317094903,0732,0101,138A,60E8B16,04,12,120646.0,05802:49:00,,,100,220100,,,,20260317094912,A6A0$"
15429,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,222,2578.0,-74.241453,4.548788,20260317094942,0732,0101,138A,60E8B16,06,210100,12,20260317094945,A6A1$"
15430,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,222,2578.0,-74.241453,4.548788,20260317095003,0732,0101,138A,60E8B16,04,12,120646.0,05802:50:00,,,100,210100,,,,20260317095012,A6A2$"
15431,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,222,2578.0,-74.241453,4.548788,20260317095042,0732,0101,138A,60E8B16,06,220100,12,20260317095042,A6A3$"
15432,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,5.6,212,2580.5,-74.241746,4.548398,20260317095103,0732,0101,138A,60E8B16,04,12,120646.1,05802:51:00,,,100,220100,,,,20260317095112,A6A4$"
15433,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,54.1,217,2579.3,-74.244547,4.544611,20260317095203,0732,0101,13B0,67C6D7E,04,12,120646.7,05802:52:00,,,100,220100,,,,20260317095212,A6A5$"
15434,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,72.9,267,2579.6,-74.249498,4.541524,20260317095242,0732,0101,13B0,67C6D7E,04,12,120647.3,05802:52:30,,,100,220100,,,,20260317095242,A6A6$"
15435,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,72.4,268,2583.1,-74.253335,4.541395,20260317095303,0732,0101,13B0,67C6D7E,04,12,120647.9,05802:53:00,,,100,220100,,,,20260317095312,A6A7$"
15436,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,45.1,324,2576.0,-74.257682,4.541560,20260317095333,0732,0101,13B0,67C6D80,04,12,120648.2,05802:53:20,,,100,220100,,,,20260317095333,A6A8$"
15437,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,69.7,351,2556.7,-74.258695,4.546502,20260317095403,0732,0101,138A,60E8B16,04,12,120649.0,05802:54:00,,,100,220100,,,,20260317095412,A6A9$"
15438,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,68.3,0,2574.2,-74.259174,4.556917,20260317095503,0732,0101,138A,60E567B,04,12,120650.1,05802:55:00,,,100,220100,,,,20260317095513,A6AA$"
15439,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,68.3,0,2574.2,-74.259174,4.556917,20260317095503,0732,0101,138A,60E567B,04,12,120650.1,05802:55:00,,,100,220100,,,,20260317095513,A6AA$"
15440,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,68.3,0,2574.2,-74.259174,4.556917,20260317095503,0732,0101,138A,60E567B,04,12,120650.1,05802:55:00,,,100,220100,,,,20260317095513,A6AA$"
15441,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,70.1,0,2569.2,-74.259055,4.567637,20260317095603,0732,0101,138A,60E567C,04,12,120651.3,05802:56:00,,,100,220100,,,,20260317095613,A6AB$"
15442,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,72.0,338,2566.5,-74.262301,4.577768,20260317095703,0732,0101,138A,60E567C,04,12,120652.5,05802:57:00,,,100,220100,,,,20260317095712,A6AC$"
15443,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,57.4,11,2565.8,-74.262463,4.580251,20260317095718,0732,0101,138A,60E567C,04,12,120652.6,05802:57:05,,,100,220100,,,,20260317095718,A6AD$"
15444,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,17.3,343,2567.2,-74.262110,4.581889,20260317095803,0732,0101,138A,60E567C,04,12,120652.8,05802:57:55,,,100,220100,,,,20260317095809,A6AE$"
15445,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,21.6,336,2566.8,-74.262248,4.582183,20260317095809,0732,0101,138A,60E567C,04,12,120652.8,05802:57:55,,,100,220100,,,,20260317095809,A6AF$"
15446,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,65.8,296,2580.8,-74.267423,4.585224,20260317095903,0732,0101,138A,60E7DB3,04,12,120653.6,05802:58:55,,,100,220100,,,,20260317095907,A6B0$"
15447,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,68.0,313,2581.5,-74.275594,4.592615,20260317100003,0732,0101,1A97,67FB9A6,04,12,120654.8,05802:59:55,,,100,220100,,,,20260317100007,A6B1$"
15448,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,38.0,302,2589.2,-74.281233,4.597438,20260317100103,0732,0101,1A97,60E7DB2,04,12,120655.6,05803:00:55,,,100,220100,,,,20260317100108,A6B2$"
15449,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,49.3,8,2588.6,-74.281473,4.598013,20260317100109,0732,0101,1A97,60E7DB2,04,12,120655.6,05803:00:55,,,100,220100,,,,20260317100109,A6B3$"
15450,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,15.6,37,2589.1,-74.279143,4.601060,20260317100203,0732,0101,138A,60E7DB2,04,12,120656.1,05803:01:55,,,100,220100,,,,20260317100208,A6B4$"
15451,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,40.3,355,2589.8,-74.278712,4.601912,20260317100221,0732,0101,138A,67FB9A6,04,12,120656.2,05803:02:10,,,100,220100,,,,20260317100221,A6B5$"
15452,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,71.7,331,2588.5,-74.281441,4.608111,20260317100306,0732,0101,1A97,67FB9A6,04,12,120656.9,05803:02:55,,,100,220100,,,,20260317100308,A6B6$"
15453,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,48.6,4,2588.4,-74.282535,4.615776,20260317100406,0732,0101,1A97,67FB9A6,04,12,120657.8,05803:03:55,,,100,220100,,,,20260317100408,A6B7$"
15454,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,37.3,311,2604.7,-74.285762,4.622411,20260317100506,0732,0101,1A97,67FB9A6,04,12,120658.7,05803:04:55,,,100,220100,,,,20260317100508,A6B8$"
15455,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,36.8,310,2606.9,-74.285970,4.622594,20260317100509,0732,0101,1A97,67FB9A5,04,12,120658.7,05803:04:55,,,100,220100,,,,20260317100509,A6B9$"
15456,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,27.1,330,2638.2,-74.288362,4.625939,20260317100606,0732,0101,1A97,67FB9A5,04,12,120659.1,05803:05:55,,,100,220100,,,,20260317100608,A6BA$"
15457,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,20.9,302,2652.9,-74.290378,4.627664,20260317100706,0732,0101,1A97,67FB9A5,04,12,120659.4,05803:06:55,,,100,220100,,,,20260317100708,A6BB$"
15458,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,58.6,350,2682.5,-74.294468,4.632601,20260317100806,0732,0101,1A97,67F4D66,04,12,120660.2,05803:07:55,,,100,220100,,,,20260317100808,A6BC$"
15459,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,41.4,16,2698.0,-74.295288,4.634735,20260317100824,0732,0101,13B0,67CBB39,04,12,120660.5,05803:08:10,,,100,220100,,,,20260317100824,A6BD$"
15460,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,44.9,70,2700.1,-74.294833,4.635148,20260317100830,0732,0101,13B0,67CBB39,04,12,120660.5,05803:08:15,,,100,220100,,,,20260317100830,A6BE$"
15461,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,52.3,22,2696.0,-74.294281,4.635656,20260317100836,0732,0101,13B0,67CBB39,04,12,120660.6,05803:08:25,,,100,220100,,,,20260317100836,A6BF$"
15462,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,1.0,14,2685.1,-74.293943,4.638277,20260317100906,0732,0101,1A97,67FB9A5,04,12,120660.9,05803:08:55,,,100,220100,,,,20260317100908,A6C0$"
15463,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,55.3,64,2694.3,-74.293158,4.641237,20260317100954,0732,0101,1A97,67FB9A5,04,12,120661.3,05803:09:40,,,100,220100,,,,20260317100954,A6C1$"
15464,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,57.4,66,2716.2,-74.289662,4.640593,20260317101021,,,,,04,12,120661.7,05803:10:05,,,100,220100,,,,20260317101021,A6C3$"
15465,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,68.5,8,2709.7,-74.288578,4.641931,20260317101033,,,,,04,12,120661.9,05803:10:20,,,100,220100,,,,20260317101033,A6C4$"
15466,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,64.8,53,2696.1,-74.287251,4.645059,20260317101054,,,,,04,12,120662.3,05803:10:40,,,100,220100,,,,20260317101054,A6C5$"
15467,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,56.1,55,2689.7,-74.285760,4.646132,20260317101106,0732,0101,01C1,2DAC,04,12,120662.5,05803:10:55,,,100,220100,,,,20260317101108,A6C6$"
15468,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,54.2,349,2685.5,-74.285304,4.647137,20260317101115,0732,0103,000A,5145022,04,12,120662.6,05803:11:00,,,100,220100,,,,20260317101115,A6C7$"
15469,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,43.4,18,2707.4,-74.286533,4.653874,20260317101200,0732,0103,000A,5145022,04,12,120663.4,05803:11:45,,,100,220100,,,,20260317101200,A6C8$"
15470,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,43.8,16,2712.0,-74.286328,4.654494,20260317101206,,,,,04,12,120663.5,05803:11:55,,,100,220100,,,,20260317101208,A6C9$"
15471,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,26.2,22,2738.0,-74.285579,4.659563,20260317101306,0732,0101,13B0,67C6616,04,12,120664.1,05803:12:55,,,100,220100,,,,20260317101309,A6CA$"
15472,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,41.3,61,2741.3,-74.283765,4.662918,20260317101352,0732,0101,13B0,6106569,04,12,120664.5,05803:13:40,,,100,220100,,,,20260317101352,A6CB$"
15473,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,45.5,63,2731.4,-74.282521,4.663540,20260317101405,0732,0101,1A93,67F814B,04,12,120664.7,05803:13:55,,,100,220100,,,,20260317101409,A6CC$"
15474,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,56.2,117,2704.7,-74.291536,4.641100,20260317101006,0732,0101,1A97,67CBB39,04,12,120661.5,05803:09:55,,,100,220100,,,,20260317101008,A6C2$"
15475,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,56.2,117,2704.7,-74.291536,4.641100,20260317101006,0732,0101,1A97,67CBB39,04,12,120661.5,05803:09:55,,,100,220100,,,,20260317101008,A6C2$"
15476,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,43.7,68,2687.8,-74.276493,4.665425,20260317101505,0732,0101,1A95,67FC04B,04,12,120665.4,05803:14:55,,,100,220100,,,,20260317101509,A6CD$"
15477,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,38.3,106,2660.0,-74.273132,4.666902,20260317101542,0732,0101,1A95,67FC04B,04,12,120665.8,05803:15:30,,,100,220100,,,,20260317101542,A6CE$"
15478,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,36.1,47,2655.1,-74.271742,4.666800,20260317101557,0732,0101,1A95,67FC04B,04,12,120666.0,05803:15:45,,,100,220100,,,,20260317101557,A6CF$"
15479,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,36.1,47,2655.1,-74.271742,4.666800,20260317101557,0732,0101,1A95,67FC04B,04,12,120666.0,05803:15:45,,,100,220100,,,,20260317101557,A6CF$"
15480,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,45.3,49,2651.9,-74.271169,4.667592,20260317101606,0732,0101,1A95,6108E42,04,12,120666.1,05803:15:55,,,100,220100,,,,20260317101609,A6D0$"
15481,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,37.7,84,2647.9,-74.269699,4.668079,20260317101624,0732,0101,100D,26FE,04,12,120666.2,05803:16:10,,,100,220100,,,,20260317101624,A6D1$"
15482,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,43.7,39,2635.3,-74.267645,4.668473,20260317101646,0732,0101,100D,268F,04,12,120666.5,05803:16:35,,,100,220100,,,,20260317101646,A6D2$"
15483,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,43.6,34,2617.8,-74.266694,4.670529,20260317101707,0732,0101,100D,268F,04,12,120666.7,05803:16:55,,,100,220100,,,,20260317101709,A6D3$"
15484,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,47.8,69,2598.8,-74.264355,4.672380,20260317101734,0732,0101,100D,26FE,04,12,120667.1,05803:17:20,,,100,220100,,,,20260317101734,A6D4$"
15485,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,41.2,116,2590.0,-74.263152,4.672406,20260317101746,0732,0101,100D,26FE,04,12,120667.2,05803:17:35,,,100,220100,,,,20260317101746,A6D5$"
15486,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,41.2,61,2582.5,-74.261423,4.672224,20260317101804,0732,0101,100D,3AB9,04,12,120667.4,05803:17:50,,,100,220100,,,,20260317101804,A6D6$"
15487,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,40.5,43,2580.5,-74.261194,4.672426,20260317101807,0732,0101,100D,3AB9,04,12,120667.4,05803:17:55,,,100,220100,,,,20260317101809,A6D7$"
15488,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,69.8,22,2561.0,-74.256934,4.679832,20260317101907,0732,0101,100D,4B8E,04,12,120668.4,05803:18:55,,,100,220100,,,,20260317101909,A6D8$"
15489,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,68.0,45,2560.0,-74.250579,4.687064,20260317102007,0732,0101,1A95,67FE764,04,12,120669.5,05803:19:55,,,100,220100,,,,20260317102009,A6D9$"
15490,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,71.8,45,2556.0,-74.243593,4.695196,20260317102107,0732,0101,1A95,67F97BA,04,12,120670.7,05803:20:55,,,100,220100,,,,20260317102109,A6DA$"
15491,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,59.4,53,2556.3,-74.235858,4.701370,20260317102207,0732,0101,1A95,67F82D8,04,12,120671.8,05803:21:55,,,100,220100,,,,20260317102209,A6DB$"
15492,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,22.4,349,2557.2,-74.234193,4.702532,20260317102231,0732,0101,1A95,67F82D8,04,12,120672.0,05803:22:15,,,100,220100,,,,20260317102231,A6DC$"
15493,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,30.2,288,2553.7,-74.234542,4.702683,20260317102237,0732,0101,1A95,67F82D8,04,12,120672.1,05803:22:25,,,100,220100,,,,20260317102237,A6DD$"
15494,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,51.1,333,2552.8,-74.236209,4.704471,20260317102258,0732,0101,1A95,67F82D8,04,12,120672.4,05803:22:45,,,100,220100,,,,20260317102258,A6DE$"
15495,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,56.8,345,2553.4,-74.236626,4.705638,20260317102307,0732,0101,1A95,67F82D9,04,12,120672.5,05803:22:55,,,100,220100,,,,20260317102309,A6DF$"
15496,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,58.1,359,2563.4,-74.238249,4.714397,20260317102407,0732,0101,1A95,67F9513,04,12,120673.5,05803:23:55,,,100,220100,,,,20260317102409,A6E0$"
